PropertyID,Address,City,State,Zip,SqFt,LotSize_Acres,Bedrooms,Bathrooms,GarageSpaces,HasPool,HasPatio,HasDeck,YearBuilt,LastSoldPrice
NobleOK-1377,788 Pine Rd,Noble,OK,73068,1802,4.82,2,1.5,1,0,1,1,2011,256000
NormanOK-1440,4139 Oak Ave,Norman,OK,73072,4012,0.23,4,3.5,3,0,1,1,2014,649000
OklahomaCityOK-1420,9171 Oak Ave,Oklahoma City,OK,73170,2150,0.35,2,2,1,0,0,0,2002,290000
NobleOK-1378,759 Western Ave,Noble,OK,73068,3325,2.95,5,4,1,1,0,1,2009,472000
NormanOK-1441,6838 Maple Ln,Norman,OK,73072,3542,0.24,3,2,2,1,1,0,1986,554000
NormanOK-1442,5544 Cedar Ct,Norman,OK,73069,2144,0.37,3,2,2,0,1,0,2011,351000
NormanOK-1443,2260 Robinson St,Norman,OK,73072,3558,0.19,5,5,0,0,0,0,1992,520000
NobleOK-1379,5257 Maple Ln,Noble,OK,73068,1448,0.71,2,1,3,0,0,1,1962,171000
NobleOK-1380,5640 Maple Ln,Noble,OK,73068,1732,1.68,5,4,0,0,1,0,2005,206000
NobleOK-1381,6381 Maple Ln,Noble,OK,73068,2169,0.72,2,1,3,0,1,0,2010,297000
NormanOK-1444,3615 Penn Ave,Norman,OK,73072,1654,0.23,5,4,1,0,1,1,1961,193000
OklahomaCityOK-1421,1151 Cedar Ct,Oklahoma City,OK,73170,3746,0.22,3,3.5,2,1,1,0,1985,552000
NobleOK-1382,2527 Oak Ave,Noble,OK,73068,1852,0.74,5,5,2,0,0,1,1995,224000
NobleOK-1383,6368 Oak Ave,Noble,OK,73068,2435,1.12,5,4.5,1,1,1,0,2015,356000
NormanOK-1445,6633 Pine Rd,Norman,OK,73072,1830,0.19,5,5.5,3,0,1,1,2009,282000
OklahomaCityOK-1422,1557 Classen Blvd,Oklahoma City,OK,73159,3368,0.17,4,3,1,1,0,0,2014,521000
NobleOK-1384,7374 Main St,Noble,OK,73068,3070,2.02,3,2,3,0,0,1,2008,422000
OklahomaCityOK-1423,5612 Pine Rd,Oklahoma City,OK,73139,2839,0.30,3,3,3,0,0,0,1975,386000
NormanOK-1446,905 Western Ave,Norman,OK,73069,3950,0.36,3,2,0,1,0,0,2009,622000
NobleOK-1385,1341 Robinson St,Noble,OK,73068,1328,0.55,5,5,3,0,1,1,1960,129000
NormanOK-1447,4241 Robinson St,Norman,OK,73069,3179,0.30,2,1,3,0,0,0,2000,504000
OklahomaCityOK-1424,2766 Maple Ln,Oklahoma City,OK,73159,2066,0.20,2,2,1,0,1,0,1964,251000
NobleOK-1386,6025 Maple Ln,Noble,OK,73068,1780,4.69,5,4.5,0,0,1,0,1996,220000
NobleOK-1387,9208 Penn Ave,Noble,OK,73068,1855,4.47,4,4.5,1,0,1,1,1960,200000
NobleOK-1388,4933 Penn Ave,Noble,OK,73068,1270,0.66,5,5.5,2,0,1,0,1969,127000
NormanOK-1448,6149 Oak Ave,Norman,OK,73072,4462,0.23,2,2.5,1,1,0,1,2008,696000
OklahomaCityOK-1425,7843 Penn Ave,Oklahoma City,OK,73160,3480,0.18,4,4.5,3,0,1,1,2013,512000
OklahomaCityOK-1426,3730 Classen Blvd,Oklahoma City,OK,73159,3173,0.24,2,1,0,0,1,0,2012,439000
NobleOK-1389,1598 Penn Ave,Noble,OK,73068,1636,1.00,3,2,1,0,1,1,1965,186000
NormanOK-1449,9637 Penn Ave,Norman,OK,73071,3346,0.37,2,1,0,0,1,1,2011,518000
OklahomaCityOK-1427,3182 Robinson St,Oklahoma City,OK,73170,2300,0.22,3,2.5,0,0,1,0,1978,301000
NobleOK-1390,120 Cedar Ct,Noble,OK,73068,3291,4.27,2,1,1,1,1,1,1995,446000
OklahomaCityOK-1428,340 Classen Blvd,Oklahoma City,OK,73159,3325,0.35,4,4,0,0,0,0,2001,456000
OklahomaCityOK-1429,3783 Classen Blvd,Oklahoma City,OK,73170,1556,0.27,3,3,1,0,0,1,1964,160000
NobleOK-1391,9637 Washington Blvd,Noble,OK,73068,1457,4.24,4,3.5,1,0,0,0,1967,135000
OklahomaCityOK-1430,9335 Penn Ave,Oklahoma City,OK,73160,3215,0.31,4,3,2,0,1,1,2002,461000
OklahomaCityOK-1431,9545 Main St,Oklahoma City,OK,73159,3192,0.28,5,4.5,0,0,1,1,1968,403000
NormanOK-1450,1988 Robinson St,Norman,OK,73072,2664,0.30,3,2,3,0,1,0,2006,432000
NobleOK-1392,9564 Washington Blvd,Noble,OK,73068,1230,1.84,4,3,0,0,0,0,1980,114000
NormanOK-1451,7873 Western Ave,Norman,OK,73069,1779,0.24,4,4,2,0,1,0,2013,272000
OklahomaCityOK-1432,8024 Oak Ave,Oklahoma City,OK,73170,3515,0.30,3,2.5,2,1,1,1,1980,515000
OklahomaCityOK-1433,4203 Robinson St,Oklahoma City,OK,73170,3225,0.33,4,4,3,0,1,1,2022,507000
NobleOK-1393,3198 Washington Blvd,Noble,OK,73068,3782,1.50,3,2.5,0,0,1,1,1994,477000
NormanOK-1452,1223 Penn Ave,Norman,OK,73072,2594,0.36,2,1.5,0,0,1,1,1993,381000
NobleOK-1394,5458 Main St,Noble,OK,73068,4227,4.76,5,5,3,0,1,1,1970,553000
NobleOK-1395,2441 Maple Ln,Noble,OK,73068,3406,2.24,3,3,2,0,1,0,1983,436000
NormanOK-1453,4891 Cedar Ct,Norman,OK,73072,2383,0.23,3,3.5,2,0,1,1,2015,390000
NobleOK-1396,9228 Western Ave,Noble,OK,73068,2478,4.91,2,1.5,3,1,0,1,2003,377000
OklahomaCityOK-1434,8085 Western Ave,Oklahoma City,OK,73170,3447,0.32,3,2.5,3,0,1,0,2021,538000
NobleOK-1397,5793 Washington Blvd,Noble,OK,73068,1759,2.47,3,2.5,3,0,1,0,1971,206000
NormanOK-1454,5197 Maple Ln,Norman,OK,73069,4269,0.18,5,4.5,3,0,1,0,1981,645000
NobleOK-1398,1670 Maple Ln,Noble,OK,73068,3519,0.92,5,4,3,0,0,0,1978,446000
NormanOK-1455,8758 Classen Blvd,Norman,OK,73072,1775,0.37,2,1,2,0,1,0,1973,255000
OklahomaCityOK-1435,8572 Penn Ave,Oklahoma City,OK,73139,2735,0.31,3,3.5,3,0,0,1,1979,381000
NobleOK-1399,6174 Oak Ave,Noble,OK,73068,1507,0.83,4,4.5,0,0,0,0,1994,183000
NormanOK-1456,5403 Cedar Ct,Norman,OK,73072,1761,0.23,2,2,1,0,1,0,2003,276000
NobleOK-1400,4848 Classen Blvd,Noble,OK,73068,1560,0.72,2,1.5,1,0,0,0,2021,224000
NormanOK-1457,7095 Cedar Ct,Norman,OK,73069,2237,0.24,3,2,3,0,0,1,1987,348000
NobleOK-1401,6229 Maple Ln,Noble,OK,73068,2774,4.47,3,2.5,3,0,0,0,2009,379000
NobleOK-1402,4532 Maple Ln,Noble,OK,73068,3761,2.25,5,5.5,2,0,0,1,1971,468000
NormanOK-1458,4950 Oak Ave,Norman,OK,73069,1415,0.30,4,3.5,1,0,1,0,1980,171000
NormanOK-1459,8987 Robinson St,Norman,OK,73072,3282,0.31,3,2.5,3,1,0,0,2018,563000
OklahomaCityOK-1436,2213 Penn Ave,Oklahoma City,OK,73139,1256,0.30,4,3.5,2,0,0,1,1966,131000
OklahomaCityOK-1437,4477 Cedar Ct,Oklahoma City,OK,73159,2369,0.19,2,1,0,0,0,0,1962,274000
NobleOK-1403,4206 Penn Ave,Noble,OK,73068,4338,4.63,4,4,0,0,1,1,1972,524000
NobleOK-1404,8735 Penn Ave,Noble,OK,73068,2843,1.59,3,3,2,1,1,0,1986,377000
NobleOK-1405,6036 Classen Blvd,Noble,OK,73068,3373,2.62,3,2,3,1,0,1,1994,460000
NormanOK-1460,8331 Cedar Ct,Norman,OK,73072,2436,0.23,5,5,2,0,0,0,2017,380000
OklahomaCityOK-1438,6608 Pine Rd,Oklahoma City,OK,73160,4077,0.32,5,4.5,0,0,0,0,1987,545000
NobleOK-1406,6726 Maple Ln,Noble,OK,73068,3260,4.70,2,2.5,0,1,1,1,1977,419000
NormanOK-1461,9777 Western Ave,Norman,OK,73072,3799,0.16,5,4,1,0,1,1,2009,575000
NormanOK-1462,9087 Penn Ave,Norman,OK,73071,3601,0.27,2,2.5,1,0,1,0,1961,508000
NormanOK-1463,9396 Classen Blvd,Norman,OK,73069,4356,0.22,2,2,2,1,0,1,1963,662000
OklahomaCityOK-1439,7677 Oak Ave,Oklahoma City,OK,73160,1130,0.21,2,1.5,1,0,1,0,1974,133000
OklahomaCityOK-1440,145 Penn Ave,Oklahoma City,OK,73159,1985,0.24,5,4,3,0,0,1,1960,238000
NormanOK-1464,3537 Classen Blvd,Norman,OK,73071,4342,0.36,4,3,1,0,1,0,1987,657000
OklahomaCityOK-1441,8036 Washington Blvd,Oklahoma City,OK,73170,1369,0.32,3,2.5,3,0,1,0,2002,207000
OklahomaCityOK-1442,5146 Cedar Ct,Oklahoma City,OK,73139,2180,0.24,4,4.5,1,0,0,1,2018,329000
NormanOK-1465,4722 Main St,Norman,OK,73072,3915,0.19,5,4.5,3,0,0,1,1981,584000
NobleOK-1407,6505 Washington Blvd,Noble,OK,73068,1561,2.55,4,4,2,0,1,1,2012,232000
NormanOK-1466,643 Main St,Norman,OK,73071,3214,0.29,2,2.5,0,1,0,0,2018,531000
OklahomaCityOK-1443,2397 Oak Ave,Oklahoma City,OK,73139,2496,0.21,5,4,2,0,1,1,2018,367000
OklahomaCityOK-1444,1111 Classen Blvd,Oklahoma City,OK,73139,1672,0.32,4,3,0,0,1,0,1989,221000
NobleOK-1408,1920 Main St,Noble,OK,73068,1774,0.86,5,5.5,3,0,0,0,2023,275000
OklahomaCityOK-1445,1987 Western Ave,Oklahoma City,OK,73170,2405,0.20,5,4.5,0,0,1,1,1992,320000
NormanOK-1467,683 Cedar Ct,Norman,OK,73072,2168,0.18,4,3.5,3,0,1,1,1989,318000
NormanOK-1468,4533 Penn Ave,Norman,OK,73072,3581,0.32,4,3.5,0,0,1,1,2017,560000
NobleOK-1409,917 Oak Ave,Noble,OK,73068,1740,4.86,5,4,2,0,1,0,1995,224000
NobleOK-1410,3141 Main St,Noble,OK,73068,2149,3.74,2,2,0,0,0,0,1974,240000
NobleOK-1411,7258 Cedar Ct,Noble,OK,73068,1726,4.83,2,1.5,1,0,1,0,2011,219000
OklahomaCityOK-1446,9035 Main St,Oklahoma City,OK,73160,3345,0.19,3,3.5,1,0,0,0,2011,470000
NobleOK-1412,9380 Western Ave,Noble,OK,73068,1320,1.40,4,3,3,0,1,1,2011,207000
NormanOK-1469,373 Penn Ave,Norman,OK,73069,1256,0.19,4,3.5,0,0,1,1,2005,168000
NormanOK-1470,4889 Maple Ln,Norman,OK,73071,2359,0.16,4,3.5,0,0,0,1,2011,366000
OklahomaCityOK-1447,2785 Main St,Oklahoma City,OK,73159,4090,0.23,4,3,2,0,0,0,2001,572000
OklahomaCityOK-1448,8199 Cedar Ct,Oklahoma City,OK,73159,3331,0.33,5,5,0,0,1,0,2013,465000
NormanOK-1471,1007 Maple Ln,Norman,OK,73069,2109,0.20,4,4,2,0,1,1,1992,325000
NobleOK-1413,4569 Classen Blvd,Noble,OK,73068,2087,1.14,4,4.5,1,0,1,1,1973,230000
OklahomaCityOK-1449,8146 Main St,Oklahoma City,OK,73139,1666,0.21,2,2,3,0,1,0,1969,223000
OklahomaCityOK-1450,1826 Cedar Ct,Oklahoma City,OK,73139,2966,0.16,5,4.5,2,1,0,0,2005,462000
OklahomaCityOK-1451,9146 Pine Rd,Oklahoma City,OK,73170,1515,0.23,2,2,0,0,1,0,1985,180000
NobleOK-1414,4304 Cedar Ct,Noble,OK,73068,4289,2.56,3,3.5,2,1,0,1,1972,558000
NormanOK-1472,2344 Pine Rd,Norman,OK,73071,1790,0.37,3,3.5,2,0,1,0,1972,232000
NobleOK-1415,323 Washington Blvd,Noble,OK,73068,2875,3.16,2,2.5,1,0,1,1,2008,393000
NobleOK-1416,7232 Maple Ln,Noble,OK,73068,2446,2.26,5,5,3,0,1,1,1963,294000
OklahomaCityOK-1452,8774 Robinson St,Oklahoma City,OK,73160,3510,0.32,4,3,3,0,1,0,2015,525000
NobleOK-1417,5508 Main St,Noble,OK,73068,1767,4.77,2,1,0,0,1,0,1972,180000
NormanOK-1473,9343 Oak Ave,Norman,OK,73071,3366,0.18,3,3.5,1,0,0,0,1993,512000
NormanOK-1474,3864 Pine Rd,Norman,OK,73071,2043,0.17,3,2,2,0,1,0,2018,339000
NormanOK-1475,2488 Penn Ave,Norman,OK,73072,4311,0.21,4,4.5,0,1,1,1,2016,684000
NobleOK-1418,7270 Cedar Ct,Noble,OK,73068,4259,4.90,2,1,3,1,1,1,2015,614000
OklahomaCityOK-1453,3174 Penn Ave,Oklahoma City,OK,73170,1125,0.21,4,3,1,0,0,0,2019,165000
OklahomaCityOK-1454,6921 Main St,Oklahoma City,OK,73170,3315,0.34,4,4,3,0,0,0,2006,474000
NormanOK-1476,9075 Washington Blvd,Norman,OK,73071,1226,0.39,2,1.5,3,0,1,0,2014,222000
NobleOK-1419,2483 Pine Rd,Noble,OK,73068,3651,3.95,2,2.5,0,0,0,1,1979,433000
OklahomaCityOK-1455,1727 Western Ave,Oklahoma City,OK,73139,2453,0.16,5,5.5,1,0,1,1,1978,323000
OklahomaCityOK-1456,8343 Pine Rd,Oklahoma City,OK,73139,2187,0.22,4,3.5,3,0,0,0,2011,340000
OklahomaCityOK-1457,2591 Maple Ln,Oklahoma City,OK,73159,3496,0.26,4,3.5,2,0,0,0,1966,479000
NormanOK-1477,4739 Maple Ln,Norman,OK,73069,4210,0.23,3,3,0,0,1,0,1965,601000
NormanOK-1478,4907 Pine Rd,Norman,OK,73072,1259,0.33,3,3.5,2,0,1,1,1960,160000
NobleOK-1420,6526 Pine Rd,Noble,OK,73068,1750,3.69,5,5.5,0,0,0,0,1961,158000
NobleOK-1421,7140 Classen Blvd,Noble,OK,73068,3023,2.17,5,4.5,3,0,0,1,1987,392000
OklahomaCityOK-1458,7462 Maple Ln,Oklahoma City,OK,73170,1465,0.29,3,2,2,0,0,1,1990,194000
NobleOK-1422,3683 Western Ave,Noble,OK,73068,3626,3.18,4,4,3,0,0,0,1972,451000
NormanOK-1479,4817 Penn Ave,Norman,OK,73071,1977,0.19,3,2.5,1,0,1,0,1986,281000
OklahomaCityOK-1459,3791 Cedar Ct,Oklahoma City,OK,73139,2550,0.28,4,4,3,0,1,1,1968,342000
NormanOK-1480,3963 Washington Blvd,Norman,OK,73072,1337,0.34,5,5,3,0,1,1,1969,183000
OklahomaCityOK-1460,7333 Washington Blvd,Oklahoma City,OK,73139,2562,0.16,2,1,0,0,1,1,2020,362000
OklahomaCityOK-1461,6962 Oak Ave,Oklahoma City,OK,73139,1825,0.29,4,3,3,0,1,0,1966,241000
OklahomaCityOK-1462,5552 Western Ave,Oklahoma City,OK,73160,1125,0.20,2,1.5,3,0,0,0,1976,142000
OklahomaCityOK-1463,8964 Robinson St,Oklahoma City,OK,73160,4271,0.31,5,4,3,0,1,1,1991,607000
NobleOK-1423,4974 Pine Rd,Noble,OK,73068,2415,3.53,2,1.5,0,0,1,0,1964,271000
OklahomaCityOK-1464,7178 Main St,Oklahoma City,OK,73139,1853,0.31,4,3.5,3,0,0,1,1984,249000
OklahomaCityOK-1465,9392 Pine Rd,Oklahoma City,OK,73139,1939,0.18,5,5,1,0,1,1,2011,266000
OklahomaCityOK-1466,3381 Oak Ave,Oklahoma City,OK,73159,4026,0.24,2,2,2,0,1,0,2018,603000
NobleOK-1424,5413 Main St,Noble,OK,73068,2144,0.94,2,2,3,0,0,0,1969,244000
NormanOK-1481,5168 Main St,Norman,OK,73069,3130,0.24,3,3,1,0,1,0,2006,467000
NormanOK-1482,5758 Maple Ln,Norman,OK,73072,1306,0.33,3,3.5,3,0,1,1,1999,211000
NobleOK-1425,4395 Cedar Ct,Noble,OK,73068,4132,2.09,5,4,3,0,0,0,2001,552000
NormanOK-1483,6394 Cedar Ct,Norman,OK,73071,2639,0.16,5,4,3,0,1,0,2023,448000
NormanOK-1484,7567 Main St,Norman,OK,73072,2779,0.24,4,4.5,3,1,1,1,2002,447000
OklahomaCityOK-1467,9083 Pine Rd,Oklahoma City,OK,73170,3429,0.27,2,2,3,1,0,1,1960,492000
NormanOK-1485,3856 Cedar Ct,Norman,OK,73071,1189,0.21,5,5.5,1,0,0,0,1993,168000
OklahomaCityOK-1468,6059 Maple Ln,Oklahoma City,OK,73139,2908,0.33,5,5.5,0,0,1,1,2010,399000
OklahomaCityOK-1469,6620 Washington Blvd,Oklahoma City,OK,73160,4402,0.17,4,4.5,3,0,1,0,1969,624000
NormanOK-1486,3950 Western Ave,Norman,OK,73072,1665,0.25,3,2,3,0,1,0,1989,263000
NobleOK-1426,7052 Penn Ave,Noble,OK,73068,4190,2.58,3,3.5,1,0,1,0,1994,551000
NormanOK-1487,1132 Cedar Ct,Norman,OK,73071,3959,0.35,2,2.5,3,0,1,0,1972,593000
NobleOK-1427,6609 Classen Blvd,Noble,OK,73068,2552,1.35,3,2.5,2,0,1,0,2017,350000
OklahomaCityOK-1470,4889 Washington Blvd,Oklahoma City,OK,73139,2847,0.19,4,4,1,0,1,0,1971,382000
NobleOK-1428,4052 Western Ave,Noble,OK,73068,3244,3.68,4,3,3,0,1,1,2010,465000
NobleOK-1429,1165 Oak Ave,Noble,OK,73068,2713,1.79,5,5,0,0,1,0,1972,326000
OklahomaCityOK-1471,8591 Penn Ave,Oklahoma City,OK,73170,4169,0.28,2,1.5,3,0,1,1,1969,586000
OklahomaCityOK-1472,5013 Classen Blvd,Oklahoma City,OK,73139,1503,0.19,4,4.5,3,0,1,1,1979,206000
NormanOK-1488,4899 Oak Ave,Norman,OK,73072,3613,0.16,3,2.5,2,0,1,0,1982,524000
NobleOK-1430,4134 Oak Ave,Noble,OK,73068,1329,2.67,3,2.5,3,0,1,0,2005,194000
NormanOK-1489,376 Maple Ln,Norman,OK,73069,1662,0.39,2,2,0,0,1,1,2009,248000
OklahomaCityOK-1473,3448 Oak Ave,Oklahoma City,OK,73170,1951,0.25,2,1.5,3,0,1,0,1974,248000
NormanOK-1490,1410 Penn Ave,Norman,OK,73069,4328,0.38,4,3.5,0,1,0,1,1991,650000
OklahomaCityOK-1474,7617 Pine Rd,Oklahoma City,OK,73139,2924,0.30,4,4,3,0,1,1,1994,413000
OklahomaCityOK-1475,9767 Maple Ln,Oklahoma City,OK,73170,1468,0.33,5,4,3,0,1,1,1976,190000
NormanOK-1491,8881 Washington Blvd,Norman,OK,73069,1337,0.21,5,4.5,3,0,1,0,1970,182000
NobleOK-1431,3285 Pine Rd,Noble,OK,73068,1677,2.68,5,5.5,2,0,0,0,1993,220000
NormanOK-1492,583 Maple Ln,Norman,OK,73071,4442,0.25,4,3.5,2,0,1,0,1975,671000
NormanOK-1493,2004 Cedar Ct,Norman,OK,73072,1570,0.34,4,3,3,0,1,1,1988,239000
NormanOK-1494,791 Washington Blvd,Norman,OK,73071,3063,0.36,3,2.5,3,1,1,0,1968,459000
OklahomaCityOK-1476,8652 Pine Rd,Oklahoma City,OK,73159,3139,0.24,4,4.5,0,0,0,1,1969,408000
NobleOK-1432,7718 Oak Ave,Noble,OK,73068,2466,2.50,2,1,2,0,1,0,1962,289000
NormanOK-1495,2474 Classen Blvd,Norman,OK,73069,1953,0.22,5,4.5,1,0,1,0,1964,253000
OklahomaCityOK-1477,291 Western Ave,Oklahoma City,OK,73159,4359,0.27,3,3.5,0,0,1,1,1976,581000
OklahomaCityOK-1478,7756 Maple Ln,Oklahoma City,OK,73159,1928,0.33,3,2,0,0,1,1,1981,226000
NobleOK-1433,1212 Pine Rd,Noble,OK,73068,3583,3.68,2,1,3,1,0,1,1981,480000
NormanOK-1496,2924 Main St,Norman,OK,73071,4248,0.26,5,4.5,1,0,1,0,2021,668000
NobleOK-1434,3846 Pine Rd,Noble,OK,73068,2710,4.86,3,3,3,0,1,1,1980,352000
NobleOK-1435,3491 Classen Blvd,Noble,OK,73068,2987,3.90,4,4.5,3,1,0,0,2022,452000
NobleOK-1436,7708 Pine Rd,Noble,OK,73068,1369,2.75,5,5.5,2,0,1,0,1968,137000
OklahomaCityOK-1479,1811 Main St,Oklahoma City,OK,73170,2735,0.18,4,3.5,2,1,0,1,1973,379000
NobleOK-1437,1554 Cedar Ct,Noble,OK,73068,1223,4.48,2,2.5,1,0,1,0,1969,121000
OklahomaCityOK-1480,5622 Cedar Ct,Oklahoma City,OK,73170,1483,0.29,2,1,2,0,1,0,1987,212000
OklahomaCityOK-1481,1295 Penn Ave,Oklahoma City,OK,73160,1936,0.33,5,5,3,0,1,1,1978,274000
OklahomaCityOK-1482,6202 Main St,Oklahoma City,OK,73139,1974,0.19,5,5.5,0,0,1,0,1971,238000
NormanOK-1497,3879 Main St,Norman,OK,73072,2623,0.25,3,2,1,0,0,0,2019,404000
NormanOK-1498,5078 Cedar Ct,Norman,OK,73072,4307,0.29,2,2.5,2,0,1,1,2019,688000
NormanOK-1499,8186 Washington Blvd,Norman,OK,73069,3026,0.26,2,1.5,2,0,1,1,1967,442000
OklahomaCityOK-1483,4578 Western Ave,Oklahoma City,OK,73159,1751,0.25,3,2,1,0,1,0,1997,243000
NobleOK-1438,1493 Classen Blvd,Noble,OK,73068,2864,0.82,3,3.5,2,0,1,0,2019,408000
NormanOK-1500,5384 Main St,Norman,OK,73072,3138,0.35,5,5.5,2,0,0,0,1963,448000
OklahomaCityOK-1484,7594 Robinson St,Oklahoma City,OK,73159,3660,0.34,2,2,1,0,0,1,1985,500000
OklahomaCityOK-1485,2139 Oak Ave,Oklahoma City,OK,73160,1544,0.25,5,4,3,0,1,0,2018,234000
OklahomaCityOK-1486,8422 Oak Ave,Oklahoma City,OK,73170,1704,0.27,4,3.5,1,0,0,0,2023,245000
NormanOK-1501,4456 Oak Ave,Norman,OK,73071,2544,0.30,2,1.5,2,1,1,1,1983,409000
OklahomaCityOK-1487,4038 Oak Ave,Oklahoma City,OK,73160,2198,0.29,3,3,3,0,0,0,1992,301000
OklahomaCityOK-1488,5202 Main St,Oklahoma City,OK,73159,2457,0.26,3,2.5,3,0,0,1,1977,337000
NobleOK-1439,3621 Washington Blvd,Noble,OK,73068,1432,4.12,2,2,1,0,1,0,2003,186000
OklahomaCityOK-1489,3200 Classen Blvd,Oklahoma City,OK,73159,2795,0.18,5,5.5,0,1,1,0,1972,386000
NobleOK-1440,463 Penn Ave,Noble,OK,73068,1986,2.64,4,3.5,1,0,1,1,1977,239000
NobleOK-1441,2310 Oak Ave,Noble,OK,73068,3657,1.48,4,4,1,0,1,0,2010,488000
NobleOK-1442,4499 Oak Ave,Noble,OK,73068,3597,1.44,3,3,3,0,0,1,1980,472000
OklahomaCityOK-1490,3733 Pine Rd,Oklahoma City,OK,73170,3493,0.26,2,2.5,0,1,1,0,1989,491000
OklahomaCityOK-1491,1632 Main St,Oklahoma City,OK,73139,3877,0.33,5,5,3,0,1,1,1978,556000
NobleOK-1443,782 Pine Rd,Noble,OK,73068,2116,4.86,3,2,3,0,1,0,1978,264000
NormanOK-1502,5804 Main St,Norman,OK,73071,1981,0.36,3,2.5,3,0,1,0,1973,290000
NormanOK-1503,4411 Pine Rd,Norman,OK,73072,1945,0.29,5,5,0,0,1,1,1962,238000
NobleOK-1444,4768 Washington Blvd,Noble,OK,73068,3840,3.67,5,4,2,1,1,0,1981,525000
NobleOK-1445,2944 Maple Ln,Noble,OK,73068,4004,3.15,4,4.5,2,0,0,1,1981,506000
NormanOK-1504,3590 Pine Rd,Norman,OK,73072,1522,0.17,2,1.5,1,0,1,0,1969,203000
NormanOK-1505,933 Pine Rd,Norman,OK,73071,4321,0.15,3,3,1,0,1,1,1974,638000
NormanOK-1506,4068 Classen Blvd,Norman,OK,73071,1934,0.29,2,2,0,0,0,0,2013,287000
OklahomaCityOK-1492,3343 Maple Ln,Oklahoma City,OK,73160,4219,0.31,5,5.5,3,0,1,0,1989,603000
NobleOK-1446,9646 Main St,Noble,OK,73068,3388,3.25,3,3,1,1,1,0,2006,479000
NormanOK-1507,2442 Maple Ln,Norman,OK,73069,2746,0.26,3,2.5,1,0,1,1,2006,429000
NobleOK-1447,3731 Classen Blvd,Noble,OK,73068,3875,4.76,2,1.5,1,0,1,1,1963,484000
NobleOK-1448,3268 Maple Ln,Noble,OK,73068,1664,1.16,4,3.5,2,0,1,0,1965,177000
NormanOK-1508,9724 Main St,Norman,OK,73071,3332,0.19,4,3.5,1,0,1,0,1962,453000
NormanOK-1509,8972 Washington Blvd,Norman,OK,73069,3498,0.20,4,3,1,0,1,1,2016,539000
NobleOK-1449,9203 Penn Ave,Noble,OK,73068,2187,3.13,3,3,3,0,0,0,1992,292000
NobleOK-1450,5647 Robinson St,Noble,OK,73068,2862,2.31,3,2.5,3,1,1,0,1969,378000
NormanOK-1510,3260 Oak Ave,Norman,OK,73072,4111,0.37,5,5,3,1,0,0,2017,678000
OklahomaCityOK-1493,363 Oak Ave,Oklahoma City,OK,73160,3391,0.19,4,3,1,0,1,0,2016,490000
OklahomaCityOK-1494,4351 Robinson St,Oklahoma City,OK,73139,3178,0.22,5,5.5,0,1,0,0,1973,449000
NobleOK-1451,1436 Classen Blvd,Noble,OK,73068,2523,4.33,3,2.5,0,0,0,0,1984,303000
NobleOK-1452,8511 Maple Ln,Noble,OK,73068,2222,1.50,3,2,2,1,0,1,1963,273000
NormanOK-1511,5952 Oak Ave,Norman,OK,73069,2222,0.22,2,2.5,2,1,0,1,1964,328000
OklahomaCityOK-1495,8200 Penn Ave,Oklahoma City,OK,73139,1677,0.32,2,2,0,0,1,0,1993,217000
NormanOK-1512,7422 Western Ave,Norman,OK,73069,3669,0.17,5,4,0,1,1,0,1969,530000
NobleOK-1453,6688 Oak Ave,Noble,OK,73068,2114,4.50,2,1,1,0,1,1,1970,242000
OklahomaCityOK-1496,1033 Classen Blvd,Oklahoma City,OK,73159,3387,0.31,2,1,2,0,0,1,1988,474000
NobleOK-1454,7629 Western Ave,Noble,OK,73068,3180,3.55,5,4.5,2,0,0,0,2019,450000
OklahomaCityOK-1497,6888 Robinson St,Oklahoma City,OK,73159,3330,0.19,4,3.5,1,0,0,0,1998,450000
OklahomaCityOK-1498,9674 Cedar Ct,Oklahoma City,OK,73160,1960,0.35,5,4,2,0,1,0,1988,270000
OklahomaCityOK-1499,6134 Maple Ln,Oklahoma City,OK,73139,4297,0.17,2,2.5,0,0,0,0,2004,592000
NobleOK-1455,9397 Maple Ln,Noble,OK,73068,2136,1.19,3,2,1,0,1,0,2006,284000
NormanOK-1513,9461 Maple Ln,Norman,OK,73069,2950,0.34,5,5,0,1,1,0,1982,449000
NobleOK-1456,9469 Main St,Noble,OK,73068,2931,2.77,2,2.5,2,0,1,1,1963,345000
NobleOK-1457,5958 Classen Blvd,Noble,OK,73068,2955,4.02,3,3,0,1,0,0,1984,397000
OklahomaCityOK-1500,6488 Robinson St,Oklahoma City,OK,73160,2526,0.23,3,2.5,0,0,1,0,1992,337000
OklahomaCityOK-1501,3867 Oak Ave,Oklahoma City,OK,73159,3387,0.25,3,3,0,1,1,0,1987,468000
NobleOK-1458,6346 Main St,Noble,OK,73068,2483,1.91,5,5.5,1,1,0,1,1966,315000
OklahomaCityOK-1502,3057 Cedar Ct,Oklahoma City,OK,73159,2368,0.30,2,1.5,1,1,1,1,2009,361000
NobleOK-1459,4891 Washington Blvd,Noble,OK,73068,1904,2.65,4,3.5,1,0,0,0,1989,228000
NormanOK-1514,1219 Washington Blvd,Norman,OK,73069,1838,0.29,2,2,0,0,1,0,1968,233000
NobleOK-1460,5025 Oak Ave,Noble,OK,73068,3074,1.20,3,3,2,0,1,0,1974,390000
